#: table_doi: 10.17182/hepdata.104925.v1/t4
#: name: yy_m
#: description: Differential cross section as a function of $m_{\gamma\gamma}$. The table contains the values measured in data and theory predictions from SHERPA, DIPHOX and NNLOJET.
#: data_file: yy_m.yaml
#: keyword cmenergies: 13000.0
#: keyword phrases: Proton-Proton Scattering | Diphoton | Differential Cross Section | Cross Section
#: keyword reactions: P P --> GAMMA GAMMA X
#: Custom Rivet identifier,,,yy_m
$m_{\gamma\gamma}$ [GeV],$m_{\gamma\gamma}$ [GeV] LOW,$m_{\gamma\gamma}$ [GeV] HIGH,Data $d\sigma/d m_{\gamma\gamma}$ [pb/GeV],EG_SCALE_E4SCINTILLATOR__ETABIN0 +,EG_SCALE_E4SCINTILLATOR__ETABIN0 -,EG_SCALE_E4SCINTILLATOR__ETABIN1 +,EG_SCALE_E4SCINTILLATOR__ETABIN1 -,EG_SCALE_E4SCINTILLATOR__ETABIN2 +,EG_SCALE_E4SCINTILLATOR__ETABIN2 -,EG_SCALE_G4 +,EG_SCALE_G4 -,EG_SCALE_L1GAIN +,EG_SCALE_L1GAIN -,EG_SCALE_L2GAIN +,EG_SCALE_L2GAIN -,EG_SCALE_LARCALIB__ETABIN0 +,EG_SCALE_LARCALIB__ETABIN0 -,EG_SCALE_LARCALIB__ETABIN1 +,EG_SCALE_LARCALIB__ETABIN1 -,EG_SCALE_LARELECCALIB +,EG_SCALE_LARELECCALIB -,EG_SCALE_LARELECUNCONV__ETABIN0 +,EG_SCALE_LARELECUNCONV__ETABIN0 -,EG_SCALE_LARELECUNCONV__ETABIN1 +,EG_SCALE_LARELECUNCONV__ETABIN1 -,EG_SCALE_LARUNCONVCALIB__ETABIN0 +,EG_SCALE_LARUNCONVCALIB__ETABIN0 -,EG_SCALE_LARUNCONVCALIB__ETABIN1 +,EG_SCALE_LARUNCONVCALIB__ETABIN1 -,EG_SCALE_MATCALO__ETABIN0 +,EG_SCALE_MATCALO__ETABIN0 -,EG_SCALE_MATCALO__ETABIN10 +,EG_SCALE_MATCALO__ETABIN10 -,EG_SCALE_MATCALO__ETABIN11 +,EG_SCALE_MATCALO__ETABIN11 -,EG_SCALE_MATCALO__ETABIN1 +,EG_SCALE_MATCALO__ETABIN1 -,EG_SCALE_MATCALO__ETABIN2 +,EG_SCALE_MATCALO__ETABIN2 -,EG_SCALE_MATCALO__ETABIN3 +,EG_SCALE_MATCALO__ETABIN3 -,EG_SCALE_MATCALO__ETABIN4 +,EG_SCALE_MATCALO__ETABIN4 -,EG_SCALE_MATCALO__ETABIN5 +,EG_SCALE_MATCALO__ETABIN5 -,EG_SCALE_MATCALO__ETABIN6 +,EG_SCALE_MATCALO__ETABIN6 -,EG_SCALE_MATCALO__ETABIN7 +,EG_SCALE_MATCALO__ETABIN7 -,EG_SCALE_MATCALO__ETABIN8 +,EG_SCALE_MATCALO__ETABIN8 -,EG_SCALE_MATCALO__ETABIN9 +,EG_SCALE_MATCALO__ETABIN9 -,EG_SCALE_MATCRYO__ETABIN0 +,EG_SCALE_MATCRYO__ETABIN0 -,EG_SCALE_MATCRYO__ETABIN10 +,EG_SCALE_MATCRYO__ETABIN10 -,EG_SCALE_MATCRYO__ETABIN11 +,EG_SCALE_MATCRYO__ETABIN11 -,EG_SCALE_MATCRYO__ETABIN1 +,EG_SCALE_MATCRYO__ETABIN1 -,EG_SCALE_MATCRYO__ETABIN2 +,EG_SCALE_MATCRYO__ETABIN2 -,EG_SCALE_MATCRYO__ETABIN3 +,EG_SCALE_MATCRYO__ETABIN3 -,EG_SCALE_MATCRYO__ETABIN4 +,EG_SCALE_MATCRYO__ETABIN4 -,EG_SCALE_MATCRYO__ETABIN5 +,EG_SCALE_MATCRYO__ETABIN5 -,EG_SCALE_MATCRYO__ETABIN6 +,EG_SCALE_MATCRYO__ETABIN6 -,EG_SCALE_MATCRYO__ETABIN7 +,EG_SCALE_MATCRYO__ETABIN7 -,EG_SCALE_MATCRYO__ETABIN8 +,EG_SCALE_MATCRYO__ETABIN8 -,EG_SCALE_MATCRYO__ETABIN9 +,EG_SCALE_MATCRYO__ETABIN9 -,EG_SCALE_MATID__ETABIN0 +,EG_SCALE_MATID__ETABIN0 -,EG_SCALE_MATID__ETABIN1 +,EG_SCALE_MATID__ETABIN1 -,EG_SCALE_MATID__ETABIN2 +,EG_SCALE_MATID__ETABIN2 -,EG_SCALE_MATID__ETABIN3 +,EG_SCALE_MATID__ETABIN3 -,EG_SCALE_MATPP0__ETABIN0 +,EG_SCALE_MATPP0__ETABIN0 -,EG_SCALE_MATPP0__ETABIN1 +,EG_SCALE_MATPP0__ETABIN1 -,EG_SCALE_PEDESTAL +,EG_SCALE_PEDESTAL -,EG_SCALE_PS_BARREL_B12 +,EG_SCALE_PS_BARREL_B12 -,EG_SCALE_PS__ETABIN0 +,EG_SCALE_PS__ETABIN0 -,EG_SCALE_PS__ETABIN1 +,EG_SCALE_PS__ETABIN1 -,EG_SCALE_PS__ETABIN2 +,EG_SCALE_PS__ETABIN2 -,EG_SCALE_PS__ETABIN3 +,EG_SCALE_PS__ETABIN3 -,EG_SCALE_PS__ETABIN4 +,EG_SCALE_PS__ETABIN4 -,EG_SCALE_PS__ETABIN5 +,EG_SCALE_PS__ETABIN5 -,EG_SCALE_PS__ETABIN6 +,EG_SCALE_PS__ETABIN6 -,EG_SCALE_PS__ETABIN7 +,EG_SCALE_PS__ETABIN7 -,EG_SCALE_PS__ETABIN8 +,EG_SCALE_PS__ETABIN8 -,EG_SCALE_S12__ETABIN0 +,EG_SCALE_S12__ETABIN0 -,EG_SCALE_S12__ETABIN1 +,EG_SCALE_S12__ETABIN1 -,EG_SCALE_S12__ETABIN2 +,EG_SCALE_S12__ETABIN2 -,EG_SCALE_S12__ETABIN3 +,EG_SCALE_S12__ETABIN3 -,EG_SCALE_S12__ETABIN4 +,EG_SCALE_S12__ETABIN4 -,EG_SCALE_TOPOCLUSTER_THRES +,EG_SCALE_TOPOCLUSTER_THRES -,EG_SCALE_WTOTS1 +,EG_SCALE_WTOTS1 -,EG_SCALE_ZEESTAT +,EG_SCALE_ZEESTAT -,EG_SCALE_ZEESYST +,EG_SCALE_ZEESYST -,EG_RESOLUTION_MATERIALCALO +,EG_RESOLUTION_MATERIALCALO -,EG_RESOLUTION_MATERIALCRYO +,EG_RESOLUTION_MATERIALCRYO -,EG_RESOLUTION_MATERIALGAP +,EG_RESOLUTION_MATERIALGAP -,EG_RESOLUTION_MATERIALIBL +,EG_RESOLUTION_MATERIALIBL -,EG_RESOLUTION_MATERIALID +,EG_RESOLUTION_MATERIALID -,EG_RESOLUTION_MATERIALPP0 +,EG_RESOLUTION_MATERIALPP0 -,EG_RESOLUTION_PILEUP +,EG_RESOLUTION_PILEUP -,EG_RESOLUTION_SAMPLINGTERM +,EG_RESOLUTION_SAMPLINGTERM -,EG_RESOLUTION_ZSMEARING +,EG_RESOLUTION_ZSMEARING -,PH_SCALE_CONVEFFICIENCY +,PH_SCALE_CONVEFFICIENCY -,PH_SCALE_CONVFAKERATE +,PH_SCALE_CONVFAKERATE -,PH_SCALE_CONVRADIUS +,PH_SCALE_CONVRADIUS -,PH_SCALE_LEAKAGECONV +,PH_SCALE_LEAKAGECONV -,PH_SCALE_LEAKAGEUNCONV +,PH_SCALE_LEAKAGEUNCONV -,PH_EFF_TRIGGER +,PH_EFF_TRIGGER -,LUMI +,LUMI -,PH_EFF_ID +,PH_EFF_ID -,PH_EFF_ISO_HIGH_PT +,PH_EFF_ISO_HIGH_PT -,PH_ISO_DD_SHIFT +,PH_ISO_DD_SHIFT -,PH_EFF_RECO +,PH_EFF_RECO -,BKG_J_RISOID_MC_STAT +,BKG_J_RISOID_MC_STAT -,BKG_J_RISOID_VR +,BKG_J_RISOID_VR -,BKG_YJ_RISO +,BKG_YJ_RISO -,BKG_YY_PILEUP +,BKG_YY_PILEUP -,BKG_EL_TO_Y_FAKE +,BKG_EL_TO_Y_FAKE -,BKG_EL_ZEE_NORM +,BKG_EL_ZEE_NORM -,BKG_EL_PT +,BKG_EL_PT -,PH_ISO_THEO +,PH_ISO_THEO -,PH1_PT_MODELING +,PH1_PT_MODELING -,MC_STAT +,MC_STAT -,PH_ISO_PILEUP +,PH_ISO_PILEUP -,DATA_PERIOD_STABILTY +,DATA_PERIOD_STABILTY -,UNFOLDING_BIAS +,UNFOLDING_BIAS -,stat +,stat -
16.75,13.5,20.0,0.0081029,1.6106e-17,1.1073e-17,1.7484e-09,5.52e-10,-2.1978e-06,1.0692e-06,8.0151e-07,-1.0974e-08,-1.4097e-05,1.9657e-05,1.7735e-05,-1.6026e-05,2.6051e-07,-6.2439e-06,2.0765e-06,6.4811e-07,2.7874e-06,-2.5791e-06,7.5103e-06,-9.7099e-06,-1.987e-06,-7.2942e-06,-2.6714e-08,-3.0936e-06,-1.5375e-07,-4.7969e-06,-1.3614e-06,5.9722e-07,-5.0332e-18,8.0531e-18,-8.0531e-18,6.0398e-18,8.1422e-07,-5.9138e-07,-1.1782e-06,5.8454e-07,-5.9648e-07,9.6348e-07,8.9838e-07,-5.9937e-07,1.8934e-06,-1.0419e-07,-2.7355e-06,-1.3244e-06,-1.612e-07,-1.0574e-06,1.7774e-06,-1.2499e-06,-2.1631e-07,1.2464e-09,-1.483e-06,7.2356e-07,-2.1371e-06,1.3064e-06,3.7667e-07,2.6992e-07,1.0755e-06,4.5383e-07,-1.1222e-06,1.0078e-06,-4.7196e-07,1.5262e-06,-5.4904e-08,-5.4949e-07,1.1415e-06,-3.8659e-07,-2.7139e-06,2.9903e-07,-4.065e-06,4.5153e-06,2.8575e-06,-5.5343e-06,3.1071e-06,6.7998e-07,-7.2481e-07,1.2218e-06,-4.5408e-06,1.9677e-06,-1.0784e-05,8.7523e-06,6.8487e-07,1.9982e-07,-3.8515e-06,7.9366e-07,-4.4487e-06,5.4311e-06,-3.0747e-06,3.8853e-06,5.3208e-06,-5.5717e-06,-1.2091e-07,-9.068e-07,7.2443e-07,1.0899e-06,3.2119e-06,-1.7217e-06,1.1458e-06,-3.5179e-06,-1.7226e-07,3.4577e-07,2.226e-08,1.9813e-06,4.4145e-06,-1.2153e-05,7.9865e-09,2.261e-07,-3.5914e-07,-4.68e-06,9.1322e-07,-1.2746e-06,4.4217e-08,-2.3934e-06,0.0,-5.5365e-17,3.2241e-06,2.7405e-06,3.9259e-17,3.8252e-17,3.8853e-06,2.2146e-17,-1.3041e-05,5.3379e-06,1.6614e-06,1.1054e-06,-2.2484e-05,1.5839e-05,-1.0425e-06,-3.0732e-06,-1.2616e-06,2.3674e-06,-2.9807e-06,-1.7436e-06,-3.7142e-06,-9.413e-06,-2.2264e-05,-1.5095e-05,-3.734e-06,1.1015e-06,-1.339e-05,8.5553e-06,-5.8177e-06,2.4213e-06,-9.1666e-06,-5.5552e-06,4.8304e-06,-4.8304e-06,-4.6708e-06,2.2605e-06,1.313e-05,-1.6408e-05,-8.7315e-06,9.2678e-06,-1.9e-05,1.2936e-05,-4.4571e-05,4.4901e-05,0.00013775,-0.00013775,-0.0003248,0.0003239,4.0514e-05,-4.0514e-05,-0.00024341,0.00026228,-3.6906e-05,3.715e-05,0.0012015,-0.0013926,0.0007655,-0.00066683,0.00065091,-0.00085501,-0.00010456,0.00011521,2.5511e-06,-2.5503e-06,-2.494e-05,2.5016e-05,-1.374e-06,1.3742e-06,5.8102e-05,-0.00014113,6.0644e-06,-6.0644e-06,0.00013715,-0.00013715,0.00038888,-0.00032728,-7.9807e-08,7.9807e-08,-5.7992e-07,5.7992e-07,0.0010996,-0.0010996
21.3,20.0,22.6,0.018777,-1.0066e-17,2.5166e-18,6.4897e-08,-1.863e-07,-1.083e-06,4.2925e-08,-9.7517e-06,-4.4584e-06,-2.516e-05,4.1299e-05,2.2269e-05,-2.2207e-05,-1.4734e-05,-1.0837e-05,4.6497e-06,-5.5704e-06,7.3856e-06,-2.3529e-06,2.9421e-05,-2.8118e-05,2.5397e-05,6.9035e-07,-1.1928e-05,1.162e-05,1.5407e-08,5.165e-06,-3.6317e-07,1.4463e-06,3.0199e-17,-2.5166e-18,2.0133e-17,7.5498e-18,-2.0659e-06,-2.6307e-06,1.9964e-06,3.5313e-06,-4.4015e-06,-4.7144e-08,-5.3215e-06,-3.1389e-06,-2.0983e-06,5.0445e-06,-3.8412e-06,1.2495e-05,4.5725e-07,7.8752e-07,-4.6303e-06,-1.0015e-06,2.7137e-08,9.7579e-09,-5.1069e-07,2.0196e-06,4.3709e-06,-2.9065e-06,-3.1279e-06,-7.722e-06,-3.1977e-06,-4.4938e-06,1.9845e-07,5.0861e-06,-4.6377e-06,1.7086e-06,-4.8871e-06,2.4322e-06,7.0621e-07,3.4415e-06,-1.5251e-06,1.2556e-05,-6.079e-06,-2.1182e-06,-1.7402e-05,9.9459e-06,-3.783e-06,3.2341e-06,-1.3519e-05,1.1344e-05,-4.134e-06,1.3712e-05,-4.1904e-06,4.4882e-06,-4.4179e-06,-3.4514e-06,-4.2768e-06,-1.8753e-06,-5.4702e-06,5.4078e-06,-7.6293e-06,2.2854e-06,1.2158e-05,-1.6339e-05,3.4874e-06,-3.4228e-06,-1.7315e-06,-2.4833e-06,4.2233e-06,7.8753e-07,-8.982e-06,-3.2159e-06,-8.5065e-08,-6.7048e-06,1.9946e-06,-4.7061e-06,2.6925e-05,-3.4927e-05,-6.9651e-07,-3.36e-08,2.521e-06,-2.4141e-06,-3.8431e-06,-6.6622e-06,-3.0772e-06,-9.1791e-06,-7.5498e-18,-3.2716e-17,4.6592e-06,-6.5914e-06,2.2649e-17,1.7616e-17,2.2854e-06,-6.5431e-17,-3.3764e-05,5.6974e-05,-5.7727e-06,-4.2376e-06,-2.8931e-05,5.13e-05,-3.7466e-07,-3.5212e-06,-1.2349e-05,1.2002e-05,-1.5269e-07,7e-06,-1.7222e-05,1.0367e-05,-1.4011e-05,4.0326e-05,3.1226e-05,1.6479e-05,2.1407e-05,9.6272e-06,2.1974e-05,6.7399e-06,-3.4499e-05,3.4068e-05,2.0545e-05,-2.0545e-05,-1.8186e-06,-7.8275e-06,2.4721e-05,-8.4919e-06,-6.3288e-06,1.7624e-05,-3.1409e-05,2.0317e-05,-0.00010367,0.00010443,0.00031921,-0.00031921,-0.00071008,0.00071445,9.3884e-05,-9.3884e-05,-0.00051527,0.00054548,-8.5464e-05,8.6029e-05,0.0022677,-0.0026051,0.0015121,-0.0014355,0.0011559,-0.0014832,-0.00027447,0.00028217,4.5725e-06,-4.5718e-06,-1.9744e-05,1.9761e-05,6.8015e-07,-6.8016e-07,0.00023441,-0.00027689,6.0278e-05,-6.0278e-05,0.00035157,-0.00035157,0.00089144,-0.00080904,-1.3182e-05,1.3182e-05,-4.2464e-07,4.2464e-07,0.0023062,-0.0023062
23.8,22.6,25.0,0.023359,-2.7263e-18,-1.0905e-17,-1.556e-06,9.4685e-07,-6.5146e-06,9.4238e-06,2.3126e-05,-7.2532e-07,-7.6427e-05,3.3326e-05,1.9069e-05,-4.6667e-05,3.0896e-05,-5.1596e-06,-6.199e-06,-1.6124e-05,-6.9002e-06,-6.3421e-06,1.0415e-05,-2.5127e-05,1.4116e-05,-4.7566e-05,1.2288e-05,8.4306e-07,8.6869e-06,-4.0068e-06,-1.7142e-06,4.784e-06,3.5442e-17,-4.6347e-17,5.4526e-18,-4.3621e-17,2.7149e-06,2.6118e-06,1.7985e-06,-4.5228e-06,-3.7237e-06,4.6867e-06,1.2582e-05,4.9231e-06,7.8109e-06,-4.1148e-06,-1.6458e-06,-7.5076e-06,3.1529e-06,1.9999e-06,7.218e-06,5.9519e-06,9.6396e-10,-6.6894e-07,-3.0695e-06,2.3974e-06,2.6563e-06,-6.2804e-06,-2.8913e-06,-1.7022e-07,4.8814e-07,7.7314e-06,1.5313e-06,-9.1857e-06,-3.3701e-06,1.0331e-05,1.3135e-05,-4.8537e-06,4.8425e-06,7.1957e-08,-3.04e-06,-4.0387e-06,-2.4762e-06,-2.7728e-06,1.2826e-05,-1.7958e-07,-1.183e-06,-2.9103e-06,8.2664e-06,4.4144e-06,-2.6176e-05,7.6235e-06,-4.3005e-05,3.4418e-05,-7.1455e-06,8.6362e-06,6.9422e-06,1.0306e-05,-3.7296e-05,9.5722e-06,-2.6754e-06,7.5378e-06,2.7286e-05,-2.3075e-05,-8.9717e-07,-8.8436e-06,3.4982e-06,4.6386e-06,-7.6748e-06,-1.3324e-08,2.466e-05,-1.0677e-05,9.1529e-08,1.7182e-05,1.7837e-06,3.2703e-06,5.0723e-05,-5.7714e-08,1.5409e-06,-4.2032e-07,1.9393e-05,-2.9859e-06,1.1192e-05,1.6938e-06,1.6407e-05,1.0228e-05,2.7263e-17,1.036e-16,-7.2367e-06,-7.8632e-06,0.0,2.7263e-18,7.5378e-06,-8.4515e-17,-7.3995e-05,4.6824e-06,-1.0972e-06,4.6202e-06,-7.5956e-05,3.3655e-05,-1.4401e-05,8.248e-06,-3.9941e-06,-3.4506e-05,9.5051e-07,-9.4541e-08,-2.8392e-05,-8.1027e-06,-4.0591e-05,-3.4994e-05,-4.4553e-05,-8.3183e-06,-4.3902e-05,-3.5949e-05,-3.4068e-05,-2.6199e-05,-2.238e-05,-4.7747e-05,2.9114e-05,-2.9114e-05,-1.4347e-05,1.7895e-05,2.3577e-05,-6.2429e-05,-5.9793e-05,4.0444e-05,-6.342e-05,6.3226e-05,-0.00013041,0.00013134,0.00039709,-0.00039709,-0.00086181,0.00087065,0.00011679,-0.00011679,-0.00063089,0.00067605,-0.00010612,0.00010682,0.0025566,-0.0029214,0.001747,-0.0017301,0.0012576,-0.0015897,-0.00035824,0.00035886,2.1184e-05,-2.1167e-05,-2.9553e-05,2.9591e-05,1.6485e-06,-1.6484e-06,0.00040616,-0.00036889,6.7077e-05,-6.7077e-05,0.00033622,-0.00033622,0.0010373,-0.00089219,0.00024013,-0.00024013,1.5019e-07,-1.5019e-07,0.0020194,-0.0020194
26.0,25.0,27.0,0.023018,-9.8147e-18,-4.253e-17,-7.8535e-07,4.6141e-07,-2.6577e-06,-3.9065e-06,-3.8083e-05,-3.9004e-06,-1.8193e-06,9.4267e-05,3.2085e-05,-2.2185e-05,-1.1376e-05,-5.5278e-06,4.7953e-05,6.7247e-06,-2.7881e-06,9.2667e-06,-1.8648e-07,-4.4393e-05,4.8896e-05,1.0412e-05,-2.052e-05,-1.8314e-05,-9.2717e-06,1.5296e-05,-1.1703e-05,2.5913e-06,-2.6173e-17,0.0,-2.6173e-17,-2.2901e-17,-2.9488e-06,4.2071e-06,-5.0402e-06,-3.7601e-07,8.9219e-06,-1.1244e-05,-1.713e-05,-3.5773e-06,-1.6501e-05,-3.6844e-06,1.8683e-05,-3.8407e-06,-3.8111e-06,-7.8144e-07,-4.4499e-06,7.7934e-06,-7.1441e-10,8.7137e-07,-7.5354e-06,6.7343e-06,-1.0474e-05,2.7619e-06,5.273e-06,1.4094e-05,-2.3613e-06,-9.7558e-07,-7.47e-06,-3.4886e-07,2.4718e-06,-2.1235e-05,-2.3301e-05,-3.4129e-06,-1.2855e-05,-9.0077e-06,1.1798e-05,-9.5918e-06,-2.1372e-05,9.2372e-06,-1.3314e-05,2.5918e-05,-2.1614e-06,1.2817e-05,-3.1796e-05,7.7446e-07,1.7617e-05,-3.8848e-06,9.3701e-06,3.3213e-05,5.6908e-06,3.1796e-06,-1.4023e-05,-1.0529e-06,-4.0957e-06,4.0906e-05,-8.1503e-06,1.2306e-05,-3.7076e-06,-1.1338e-05,1.415e-05,-9.0886e-06,2.2466e-06,-6.4544e-06,1.8774e-08,-1.2367e-05,-1.6221e-05,8.0165e-06,1.3124e-06,-2.3066e-05,-5.3465e-06,-1.108e-05,-2.1236e-05,-1.2257e-05,-2.4185e-06,-8.137e-07,2.0529e-06,-1.0432e-05,1.7355e-05,-1.6277e-05,-1.6896e-05,-4.9904e-06,-2.9444e-17,-1.5049e-16,6.6053e-05,-1.3344e-05,-6.5431e-18,-6.5431e-18,1.2306e-05,-3.5987e-17,1.2684e-05,5.6596e-05,-4.4689e-07,8.6759e-07,-1.3903e-05,5.0442e-05,1.2841e-05,7.6744e-06,5.3555e-05,2.846e-05,3.2609e-06,3.3183e-06,2.7096e-05,1.9135e-06,0.00010553,1.8658e-05,3.4642e-05,3.6188e-05,3.6582e-05,-2.3652e-06,2.1877e-05,2.8193e-05,3.7194e-05,2.5336e-05,2.6431e-05,-2.6431e-05,7.4142e-06,8.3173e-06,3.4083e-05,3.2441e-05,2.9969e-05,3.3796e-05,-3.1528e-05,2.8791e-05,-0.00012991,0.00013082,0.00039131,-0.00039131,-0.00083345,0.00084492,0.00011509,-0.00011509,-0.00060832,0.00062981,-0.00010466,0.00010536,0.0023043,-0.0026304,0.0016123,-0.0016532,0.0010902,-0.0013668,-0.00036185,0.00035866,-6.8772e-06,6.8769e-06,-2.555e-05,2.5578e-05,4.1298e-07,-4.1328e-07,0.00039264,-0.00030339,8.2492e-05,-8.2492e-05,0.00035325,-0.00035325,0.00093084,-0.00081169,0.00049338,-0.00049338,7.4277e-07,-7.4277e-07,0.002714,-0.002714
28.05,27.0,29.1,0.029642,0.0,1.8695e-17,-1.9044e-08,1.6375e-06,-3.0025e-06,1.1603e-05,1.8613e-05,9.0873e-06,-7.0587e-05,-4.9707e-06,5.8237e-05,-4.8351e-05,-2.7923e-05,1.2856e-05,-1.4127e-05,-2.9479e-05,3.615e-06,-3.2536e-07,2.0523e-05,2.3661e-05,-3.5283e-05,-5.1247e-05,2.7755e-05,-4.3151e-06,-2.9648e-06,-1.8797e-05,1.9148e-06,1.7583e-06,3.1158e-17,3.1158e-17,2.4926e-17,1.2463e-17,5.5624e-06,4.2395e-06,2.2477e-06,-9.4096e-07,-7.5019e-06,-9.5041e-06,8.3194e-06,-1.1839e-05,1.3564e-05,6.5936e-06,1.2572e-06,1.0306e-06,4.6647e-06,-3.7395e-06,-4.5463e-06,-1.1553e-05,-8.3391e-11,-9.2386e-07,8.0946e-07,2.7121e-07,-2.3907e-06,-2.7468e-06,-1.0346e-06,-1.4894e-06,2.7968e-06,9.1986e-06,4.2531e-07,7.1498e-06,9.1836e-07,-1.505e-05,1.3978e-05,-4.2927e-06,1.2007e-05,9.299e-06,5.8575e-06,1.0413e-05,7.3743e-06,-1.6727e-05,-1.0237e-05,-1.1875e-05,7.4674e-06,3.1594e-06,9.7596e-06,-6.0235e-07,-6.7273e-06,2.6469e-05,-1.9806e-05,6.4583e-06,-1.2427e-05,4.1446e-07,-5.3009e-06,1.3761e-05,-1.0644e-05,7.1217e-06,-3.9089e-06,9.5418e-06,1.6738e-06,2.2296e-06,-3.9212e-06,8.7083e-06,6.5276e-06,5.2006e-06,-3.7295e-06,3.4172e-07,-1.3529e-05,-7.0453e-06,-7.7938e-06,1.5992e-05,6.1514e-06,6.4138e-06,5.2275e-05,-4.0127e-05,1.6129e-06,3.6785e-06,-4.1892e-06,-2.8315e-06,-5.3872e-06,1.8938e-05,-3.2791e-05,1.0118e-05,5.6084e-17,-3.7389e-17,-1.3355e-05,-2.5587e-05,0.0,6.2315e-18,9.5418e-06,-4.3621e-17,-3.3041e-05,2.6932e-06,5.6108e-07,1.9168e-06,-6.4546e-05,4.2171e-05,-9.4394e-06,-1.9232e-05,-5.1413e-05,-1.4708e-05,-1.2111e-05,8.4644e-06,-4.1673e-05,2.4705e-05,-9.0622e-05,-5.6239e-06,-6.0529e-06,-8.4048e-05,-1.4908e-05,5.3635e-06,-6.3544e-06,1.5702e-05,3.8597e-05,-2.0493e-05,-9.4613e-06,9.4613e-06,-1.7406e-05,1.5839e-05,3.3626e-05,-6.295e-05,-6.396e-05,2.9111e-05,-4.6222e-05,3.3661e-05,-0.00016782,0.00016902,0.00050392,-0.00050392,-0.0010546,0.001072,0.00014821,-0.00014821,-0.00071806,0.00079907,-0.00013398,0.00013486,0.0027206,-0.0031096,0.0019547,-0.0020598,0.0012286,-0.0015077,-0.00047273,0.00046911,-9.7425e-06,9.7448e-06,-2.9959e-05,2.9989e-05,1.4399e-05,-1.4393e-05,0.00055617,-0.00038926,0.00012642,-0.00012642,0.0002871,-0.0002871,0.0012508,-0.0010995,0.00072763,-0.00072763,1.1255e-06,-1.1255e-06,0.0023449,-0.0023449
30.05,29.1,31.0,0.028385,-4.4769e-17,-3.7881e-17,-1.6074e-06,-1.7247e-06,-1.5281e-06,2.718e-06,-9.1459e-06,8.07e-07,-6.3381e-05,6.9797e-05,2.5597e-05,-3.5267e-05,7.7696e-05,-7.4929e-05,2.1416e-05,-6.3424e-06,-4.1755e-06,-9.4453e-07,0.00011051,-6.7939e-05,4.0476e-05,-7.422e-06,-2.8203e-05,2.5651e-05,1.1336e-05,1.3415e-05,1.5622e-05,1.6522e-06,2.4106e-17,-3.7881e-17,2.755e-17,-3.4438e-17,-7.5353e-07,-5.1527e-06,-5.1729e-06,-6.0056e-07,1.2824e-05,1.3629e-05,-6.7241e-06,1.7171e-05,-4.7333e-06,-1.2366e-05,-2.5828e-05,6.1471e-06,-3.1778e-09,1.874e-06,3.7245e-06,1.4768e-05,-2.1242e-10,9.7889e-07,1.3629e-05,2.0848e-06,1.9371e-06,3.8789e-06,-3.1141e-06,-3.1673e-06,-4.9706e-06,2.0632e-06,-4.941e-06,-1.6039e-05,9.6884e-06,2.4344e-05,-2.9297e-05,1.7991e-05,-8.5325e-06,-5.2897e-06,-2.2051e-05,6.3327e-06,-3.7792e-06,1.7819e-05,-4.929e-06,1.9148e-05,6.9129e-06,-1.63e-06,-2.0125e-05,1.0837e-05,-1.422e-05,-1.1485e-05,-3.3164e-05,5.2833e-05,-2.0601e-07,2.1524e-08,1.232e-06,1.6338e-06,-3.1842e-05,3.0481e-05,-6.8184e-06,1.9871e-06,5.7458e-05,-4.8272e-05,-5.616e-06,6.9714e-06,-5.5157e-06,7.7626e-07,1.4264e-06,-7.0308e-06,2.812e-05,-8.4394e-06,1.3416e-05,-2.2508e-05,1.4893e-06,-6.5509e-06,8.8824e-05,-1.5622e-05,2.3657e-06,2.3988e-06,1.3496e-05,-2.3839e-05,1.9184e-05,-2.349e-05,4.9496e-05,-4.133e-05,2.0663e-17,-1.8252e-16,2.6012e-05,-5.7777e-06,-2.755e-17,-2.4106e-17,1.9871e-06,6.8875e-18,-6.4369e-05,8.226e-05,-4.9106e-06,-6.7336e-06,-8.9999e-05,0.00012171,1.6799e-05,1.3871e-05,2.4503e-05,5.2248e-05,1.6975e-05,-6.5162e-06,1.1904e-05,1.2191e-05,5.6363e-05,3.6829e-05,2.0055e-05,3.7652e-05,-3.9939e-05,5.7899e-05,-3.91e-05,4.2991e-05,4.2053e-05,2.181e-05,5.9319e-05,-5.9319e-05,-1.6737e-05,2.5665e-05,7.9979e-05,-3.5732e-05,-5.1946e-05,7.5123e-05,-0.00010999,0.00011367,-0.00015827,0.00015933,0.00048254,-0.00048254,-0.00099904,0.0010184,0.00014192,-0.00014192,-0.00069399,0.00071887,-0.00012854,0.00012939,0.0024032,-0.0027422,0.0017657,-0.0019095,0.0010167,-0.0012182,-0.0004572,0.000456,8.4166e-06,-8.4147e-06,-3.4871e-05,3.4913e-05,-2.5014e-06,2.501e-06,0.00059776,-0.00038813,0.00010933,-0.00010933,0.00047215,-0.00047215,0.0012067,-0.0010346,0.00074885,-0.00074885,1.5511e-06,-1.5511e-06,0.0024879,-0.0024879
